hh_type,hh_id
Other,HHA10_11360
Couple with independent children only,HHA10_11362
Couple with independent children only,HHA10_11363
Couple with independent children only,HHA10_11364
Couple with dependent children,HHA10_11367
Couple with independent children only,HHA10_11368
Couple with independent children only,HHA10_11369
Couple with no children,HHA10_11370
Other,HHA10_11371
Couple with independent children only,HHA10_11372
Couple with no children,HHA10_11374
Live alone,HHA10_11377
Couple with dependent children,HHA10_11378
Couple with independent children only,HHA10_11381
Two or more non-family adults,HHA10_11384
Couple with independent children only,HHA10_11393
Live alone,HHA10_11399
Couple with dependent children,HHA10_11401
Couple with independent children only,HHA10_11404
Couple with no children,HHA10_11405
Couple with no children,HHA10_11406
Couple with independent children only,HHA10_11407
Live alone,HHA10_11408
Couple with independent children only,HHA10_11409
Live alone,HHA10_11410
Live alone,HHA10_11411
Couple with independent children only,HHA10_11412
Couple with no children,HHA10_11413
Couple with independent children only,HHA10_11415
Couple with no children,HHA10_11416
Couple with no children,HHA10_11417
Live alone,HHA10_11418
Live alone,HHA10_11419
Couple with no children,HHA10_11420
Live alone,HHA10_11421
Live alone,HHA10_11422
Couple with independent children only,HHA10_11423
Couple with no children,HHA10_11424
Couple with no children,HHA10_11425
Live alone,HHA10_11426
Couple with no children,HHA10_11427
Two or more non-family adults,HHA10_11428
Live alone,HHA10_11429
Two or more non-family adults,HHA10_11430
Couple with dependent children,HHA10_11431
Couple with dependent children,HHA10_11433
Live alone,HHA10_11434
Live alone,HHA10_11435
Live alone,HHA10_11436
Couple with independent children only,HHA10_11438
Couple with independent children only,HHA10_11440
Couple with no children,HHA10_11441
Couple with no children,HHA10_11443
Couple with no children,HHA10_11445
Couple with no children,HHA10_11446
Households containing two or more families,HHA10_11448
Two or more non-family adults,HHA10_11449
Couple with independent children only,HHA10_11450
Couple with independent children only,HHA10_11451
Live alone,HHA10_11452
Live alone,HHA10_11453
Couple with independent children only,HHA10_11454
Live alone,HHA10_11456
Couple with dependent children,HHA10_11457
Couple with independent children only,HHA10_11458
Couple with independent children only,HHA10_11459
Live alone,HHA10_11460
Couple with independent children only,HHA10_11461
Live alone,HHA10_11462
Couple with independent children only,HHA10_11463
Live alone,HHA10_11464
Live alone,HHA10_11465
Couple with independent children only,HHA10_11466
Live alone,HHA10_11468
Couple with no children,HHA10_11469
Couple with no children,HHA10_11471
Couple with no children,HHA10_11472
Couple with dependent children,HHA10_11473
Couple with no children,HHA10_11474
Couple with no children,HHA10_11475
Couple with independent children only,HHA10_11476
Couple with independent children only,HHA10_11478
Two or more non-family adults,HHA10_11479
Other,HHA10_11480
Couple with no children,HHA10_11481
Other,HHA10_11482
Other,HHA10_11483
Couple with independent children only,HHA10_11484
Couple with independent children only,HHA10_11485
Couple with dependent children,HHA10_11486
Couple with no children,HHA10_11487
Lone parent with independent children only,HHA10_11488
Live alone,HHA10_11490
Other,HHA10_11491
Couple with no children,HHA10_11492
Couple with independent children only,HHA10_11495
Couple with independent children only,HHA10_11496
Couple with no children,HHA10_11498
Live alone,HHA10_11499
Live alone,HHA10_11500
Couple with no children,HHA10_11501
Live alone,HHA10_11502
Live alone,HHA10_11504
Couple with no children,HHA10_11505
Couple with independent children only,HHA10_11506
Couple with no children,HHA10_11507
Live alone,HHA10_11509
Two or more non-family adults,HHA10_11511
Other,HHA10_11512
Lone parent with independent children only,HHA10_11513
Live alone,HHA10_11516
Live alone,HHA10_11517
Couple with dependent children,HHA10_11519
Couple with independent children only,HHA10_11520
Live alone,HHA10_11522
Couple with no children,HHA10_11523
Couple with no children,HHA10_11524
Live alone,HHA10_11525
Other,HHA10_11526
Live alone,HHA10_11527
Couple with independent children only,HHA10_11528
Live alone,HHA10_11529
Couple with independent children only,HHA10_11530
Lone parent with independent children only,HHA10_11531
Couple with independent children only,HHA10_11532
Couple with independent children only,HHA10_11533
Couple with no children,HHA10_11535
Live alone,HHA10_11536
Live alone,HHA10_11537
Lone parent with independent children only,HHA10_11539
Couple with dependent children,HHA10_11540
Couple with independent children only,HHA10_11541
Couple with no children,HHA10_11542
Two or more non-family adults,HHA10_11543
Couple with no children,HHA10_11545
Couple with no children,HHA10_11546
Couple with independent children only,HHA10_11547
Live alone,HHA10_11548
Couple with no children,HHA10_11549
Couple with dependent children,HHA10_11550
Other,HHA10_11551
Other,HHA10_11552
Lone parent with independent children only,HHA10_11553
Couple with independent children only,HHA10_11555
Lone parent with independent children only,HHA10_11556
Couple with no children,HHA10_11557
Couple with dependent children,HHA10_11558
Couple with independent children only,HHA10_11560
Couple with no children,HHA10_11562
Lone parent with independent children only,HHA10_11563
Couple with dependent children,HHA10_11564
Couple with independent children only,HHA10_11565
Live alone,HHA10_11566
Two or more non-family adults,HHA10_11567
Couple with no children,HHA10_11568
Couple with independent children only,HHA10_11569
Couple with no children,HHA10_11570
Live alone,HHA10_11571
Live alone,HHA10_11572
Live alone,HHA10_11575
Two or more non-family adults,HHA10_11576
Couple with no children,HHA10_11577
Couple with dependent children,HHA10_11578
Couple with independent children only,HHA10_11580
Couple with independent children only,HHA10_11581
Couple with dependent children,HHA10_11582
Live alone,HHA10_11583
Couple with independent children only,HHA10_11584
Couple with dependent children,HHA10_11585
Couple with independent children only,HHA10_11586
Live alone,HHA10_11587
Couple with independent children only,HHA10_11588
Couple with independent children only,HHA10_11589
Households containing two or more families,HHA10_11590
Couple with independent children only,HHA10_11591
Live alone,HHA10_11592
Couple with no children,HHA10_11593
Couple with dependent children,HHA10_11595
Live alone,HHA10_11597
Couple with no children,HHA10_11598
Couple with no children,HHA10_11599
Couple with dependent children,HHA10_11600
Couple with dependent children,HHA10_11601
Couple with no children,HHA10_11603
Lone parent with dependent children,HHA10_11604
Two or more non-family adults,HHA10_11605
Couple with independent children only,HHA10_11606
Couple with no children,HHA10_11607
Two or more non-family adults,HHA10_11608
Couple with dependent children,HHA10_11609
Couple with dependent children,HHA10_11611
Couple with independent children only,HHA10_11612
Two or more non-family adults,HHA10_11613
Live alone,HHA10_11614
Live alone,HHA10_11615
Couple with dependent children,HHA10_11616
Live alone,HHA10_11617
Live alone,HHA10_11618
Couple with independent children only,HHA10_11619
Couple with no children,HHA10_11620
Other,HHA10_11621
Live alone,HHA10_11622
Couple with independent children only,HHA10_11623
Live alone,HHA10_11624
Live alone,HHA10_11625
Couple with no children,HHA10_11626
Couple with independent children only,HHA10_11627
Couple with independent children only,HHA10_11628
Other,HHA10_11629
Couple with dependent children,HHA10_11630
Couple with independent children only,HHA10_11631
Couple with no children,HHA10_11632
Couple with no children,HHA10_11633
Couple with independent children only,HHA10_11635
Couple with no children,HHA10_11636
Other,HHA10_11638
Couple with no children,HHA10_11640
Live alone,HHA10_11642
Lone parent with dependent children,HHA10_11643
Two or more non-family adults,HHA10_11644
Couple with dependent children,HHA10_11645
Couple with no children,HHA10_11647
Couple with no children,HHA10_11648
Lone parent with dependent children,HHA10_11649
Couple with independent children only,HHA10_11651
Couple with no children,HHA10_11652
Couple with independent children only,HHA10_11653
Live alone,HHA10_11654
Two or more non-family adults,HHA10_11655
Couple with dependent children,HHA10_11660
Live alone,HHA10_11661
Couple with independent children only,HHA10_11662
Live alone,HHA10_11663
Couple with no children,HHA10_11665
Couple with no children,HHA10_11666
Live alone,HHA10_11667
Live alone,HHA10_11668
Couple with independent children only,HHA10_11670
Couple with independent children only,HHA10_11671
Live alone,HHA10_11672
Couple with independent children only,HHA10_11673
Live alone,HHA10_11674
Couple with no children,HHA10_11675
Lone parent with independent children only,HHA10_11676
Couple with no children,HHA10_11680
Couple with dependent children,HHA10_11681
Couple with no children,HHA10_11682
Couple with no children,HHA10_11684
Couple with no children,HHA10_11685
Couple with independent children only,HHA10_11686
Lone parent with dependent children,HHA10_11688
Lone parent with independent children only,HHA10_11689
Couple with independent children only,HHA10_11691
Couple with independent children only,HHA10_11692
Other,HHA10_11693
Live alone,HHA10_11694
Couple with independent children only,HHA10_11695
Couple with no children,HHA10_11696
Couple with no children,HHA10_11699
Couple with no children,HHA10_11701
Couple with no children,HHA10_11702
Couple with dependent children,HHA10_11703
Couple with no children,HHA10_11704
Couple with no children,HHA10_11706
Couple with no children,HHA10_11707
Couple with no children,HHA10_11708
Couple with dependent children,HHA10_11709
Lone parent with independent children only,HHA10_11710
Two or more non-family adults,HHA10_11712
Couple with dependent children,HHA10_11714
Couple with independent children only,HHA10_11715
Live alone,HHA10_11717
Live alone,HHA10_11719
Couple with independent children only,HHA10_11720
Couple with dependent children,HHA10_11721
Lone parent with dependent children,HHA10_11722
Live alone,HHA10_11723
Live alone,HHA10_11724
Couple with independent children only,HHA10_11725
Couple with no children,HHA10_11726
Live alone,HHA10_11727
Couple with dependent children,HHA10_11728
Other,HHA10_11729
Couple with dependent children,HHA10_11731
Couple with no children,HHA10_11733
Live alone,HHA10_11734
Couple with independent children only,HHA10_11735
Two or more non-family adults,HHA10_11736
Live alone,HHA10_11739
Couple with independent children only,HHA10_11740
Live alone,HHA10_11742
Live alone,HHA10_11743
Couple with no children,HHA10_11744
Live alone,HHA10_11745
Live alone,HHA10_11746
Couple with no children,HHA10_11748
Couple with independent children only,HHA10_11749
Couple with independent children only,HHA10_11750
Lone parent with dependent children,HHA10_11754
Couple with dependent children,HHA10_11756
Other,HHA10_11759
Couple with no children,HHA10_11765
